Product Name,Region,Ship Mode,Factory,Orders,Units,Sales,Gross_Profit,Cost,Current Lead Time,Scenario Factory,Is_Current,Scenario Lead Time,Profit_Margin,Lead Time Reduction,Lead Time Reduction %,Speed_Score,Profit_Safety_Score,Speed_Normalized,Profit_Normalized,Optimization Score,Confidence_Score,Scenario Confidence,Risk
Wonka Bar - Milk Chocolate,Gulf,Second Class,Sugar Shack,59,320,1040.0,675.2,364.79999999999995,3.0,Sugar Shack,False,2.8499999999999996,0.6492307692307693,0.15000000000000036,5.000000000000012,0.2500000000000006,0.7956259426847662,0.2500000000000006,0.7956259426847662,0.5228129713423834,0.5228129713423834,Medium,Medium
Wonka Bar - Milk Chocolate,Gulf,Second Class,The Other Factory,59,320,1040.0,675.2,364.79999999999995,3.0,The Other Factory,False,3.1500000000000004,0.6622153846153847,-0.15000000000000036,-5.000000000000012,-0.2500000000000006,0.8115384615384615,0.0,0.8115384615384615,0.40576923076923077,0.40576923076923077,Low,High
Wonka Bar - Milk Chocolate,Gulf,Second Class,Wicked Choccy's,59,320,1040.0,675.2,364.79999999999995,3.0,Wicked Choccy's,False,2.55,0.6297538461538462,0.4500000000000002,15.000000000000005,0.7500000000000002,0.7717571644042233,0.7500000000000002,0.7717571644042233,0.7608785822021118,0.7608785822021118,High,Low
Wonka Bar - Milk Chocolate,Gulf,Standard Class,Lot's O' Nuts,157,782,2541.5,1650.0199999999998,891.48,5.0,Lot's O' Nuts,False,4.5,0.6362461538461538,0.5,10.0,0.5,0.7797134238310708,0.5,0.7797134238310708,0.6398567119155354,0.6398567119155354,Medium,Medium
Wonka Bar - Milk Chocolate,Gulf,Standard Class,Secret Factory,157,782,2541.5,1650.0199999999998,891.48,5.0,Secret Factory,False,4.0,0.6232615384615384,1.0,20.0,1.0,0.7638009049773755,1.0,0.7638009049773755,0.8819004524886878,0.8819004524886878,High,Low
Wonka Bar - Milk Chocolate,Gulf,Standard Class,Sugar Shack,157,782,2541.5,1650.0199999999998,891.48,5.0,Sugar Shack,False,4.75,0.6492307692307692,0.25,5.0,0.25,0.795625942684766,0.25,0.795625942684766,0.522812971342383,0.522812971342383,Medium,Medium
Wonka Bar - Milk Chocolate,Gulf,Standard Class,The Other Factory,157,782,2541.5,1650.0199999999998,891.48,5.0,The Other Factory,False,5.25,0.6622153846153845,-0.25,-5.0,-0.25,0.8115384615384614,0.0,0.8115384615384614,0.4057692307692307,0.4057692307692307,Low,High
Wonka Bar - Milk Chocolate,Gulf,Standard Class,Wicked Choccy's,157,782,2541.5,1650.0199999999998,891.48,5.0,Wicked Choccy's,False,4.25,0.6297538461538461,0.75,15.0,0.75,0.7717571644042232,0.75,0.7717571644042232,0.7608785822021116,0.7608785822021116,High,Low
Wonka Bar - Milk Chocolate,Interior,First Class,Lot's O' Nuts,67,261,848.25,550.71,297.54,2.0,Lot's O' Nuts,False,1.8,0.6362461538461539,0.19999999999999996,9.999999999999998,0.4999999999999999,0.7797134238310709,0.4999999999999999,0.7797134238310709,0.6398567119155354,0.6398567119155354,Medium,Medium
Wonka Bar - Milk Chocolate,Interior,First Class,Secret Factory,67,261,848.25,550.71,297.54,2.0,Secret Factory,False,1.6,0.6232615384615385,0.3999999999999999,19.999999999999996,0.9999999999999998,0.7638009049773756,0.9999999999999998,0.7638009049773756,0.8819004524886878,0.8819004524886878,High,Low
Wonka Bar - Milk Chocolate,Interior,First Class,Sugar Shack,67,261,848.25,550.71,297.54,2.0,Sugar Shack,False,1.9,0.6492307692307693,0.10000000000000009,5.000000000000004,0.2500000000000002,0.7956259426847662,0.2500000000000002,0.7956259426847662,0.5228129713423832,0.5228129713423832,Medium,Medium
Wonka Bar - Milk Chocolate,Interior,First Class,The Other Factory,67,261,848.25,550.71,297.54,2.0,The Other Factory,False,2.1,0.6622153846153847,-0.10000000000000009,-5.000000000000004,-0.2500000000000002,0.8115384615384615,0.0,0.8115384615384615,0.40576923076923077,0.40576923076923077,Low,High
Wonka Bar - Milk Chocolate,Interior,First Class,Wicked Choccy's,67,261,848.25,550.71,297.54,2.0,Wicked Choccy's,False,1.7,0.6297538461538462,0.30000000000000004,15.000000000000002,0.7500000000000001,0.7717571644042233,0.7500000000000001,0.7717571644042233,0.7608785822021117,0.7608785822021117,High,Low
Wonka Bar - Milk Chocolate,Interior,Same Day,Lot's O' Nuts,21,78,253.5,164.57999999999998,88.91999999999999,1.0,Lot's O' Nuts,False,0.9,0.6362461538461538,0.09999999999999998,9.999999999999998,0.4999999999999999,0.7797134238310708,0.4999999999999999,0.7797134238310708,0.6398567119155354,0.6398567119155354,Medium,Medium
Wonka Bar - Milk Chocolate,Interior,Same Day,Secret Factory,21,78,253.5,164.57999999999998,88.91999999999999,1.0,Secret Factory,False,0.8,0.6232615384615384,0.19999999999999996,19.999999999999996,0.9999999999999998,0.7638009049773755,0.9999999999999998,0.7638009049773755,0.8819004524886876,0.8819004524886876,High,Low
Wonka Bar - Milk Chocolate,Interior,Same Day,Sugar Shack,21,78,253.5,164.57999999999998,88.91999999999999,1.0,Sugar Shack,False,0.95,0.6492307692307692,0.050000000000000044,5.000000000000004,0.2500000000000002,0.795625942684766,0.2500000000000002,0.795625942684766,0.5228129713423831,0.5228129713423831,Medium,Medium
Wonka Bar - Milk Chocolate,Interior,Same Day,The Other Factory,21,78,253.5,164.57999999999998,88.91999999999999,1.0,The Other Factory,False,1.05,0.6622153846153845,-0.050000000000000044,-5.000000000000004,-0.2500000000000002,0.8115384615384614,0.0,0.8115384615384614,0.4057692307692307,0.4057692307692307,Low,High
Wonka Bar - Milk Chocolate,Interior,Same Day,Wicked Choccy's,21,78,253.5,164.57999999999998,88.91999999999999,1.0,Wicked Choccy's,False,0.85,0.6297538461538461,0.15000000000000002,15.000000000000002,0.7500000000000001,0.7717571644042232,0.7500000000000001,0.7717571644042232,0.7608785822021116,0.7608785822021116,High,Low
Wonka Bar - Milk Chocolate,Interior,Second Class,Lot's O' Nuts,79,379,1231.75,799.6899999999998,432.06000000000006,3.0,Lot's O' Nuts,False,2.7,0.6362461538461537,0.2999999999999998,9.999999999999993,0.49999999999999967,0.7797134238310707,0.49999999999999967,0.7797134238310707,0.6398567119155352,0.6398567119155352,Medium,Medium
Wonka Bar - Milk Chocolate,Interior,Second Class,Secret Factory,79,379,1231.75,799.6899999999998,432.06000000000006,3.0,Secret Factory,False,2.4000000000000004,0.6232615384615383,0.5999999999999996,19.999999999999986,0.9999999999999993,0.7638009049773753,0.9999999999999993,0.7638009049773753,0.8819004524886873,0.8819004524886873,High,Low
Wonka Bar - Milk Chocolate,Interior,Second Class,Sugar Shack,79,379,1231.75,799.6899999999998,432.06000000000006,3.0,Sugar Shack,False,2.8499999999999996,0.6492307692307691,0.15000000000000036,5.000000000000012,0.2500000000000006,0.7956259426847659,0.2500000000000006,0.7956259426847659,0.5228129713423832,0.5228129713423832,Medium,Medium
Wonka Bar - Milk Chocolate,Interior,Second Class,The Other Factory,79,379,1231.75,799.6899999999998,432.06000000000006,3.0,The Other Factory,False,3.1500000000000004,0.6622153846153844,-0.15000000000000036,-5.000000000000012,-0.2500000000000006,0.8115384615384612,0.0,0.8115384615384612,0.4057692307692306,0.4057692307692306,Low,High
Wonka Bar - Milk Chocolate,Interior,Second Class,Wicked Choccy's,79,379,1231.75,799.6899999999998,432.06000000000006,3.0,Wicked Choccy's,False,2.55,0.629753846153846,0.4500000000000002,15.000000000000005,0.7500000000000002,0.7717571644042229,0.7500000000000002,0.7717571644042229,0.7608785822021116,0.7608785822021116,High,Low
Wonka Bar - Milk Chocolate,Interior,Standard Class,Lot's O' Nuts,258,1151,3740.75,2428.6099999999997,1312.1399999999999,5.0,Lot's O' Nuts,False,4.5,0.6362461538461538,0.5,10.0,0.5,0.7797134238310708,0.5,0.7797134238310708,0.6398567119155354,0.6398567119155354,Medium,Medium
Wonka Bar - Milk Chocolate,Interior,Standard Class,Secret Factory,258,1151,3740.75,2428.6099999999997,1312.1399999999999,5.0,Secret Factory,False,4.0,0.6232615384615384,1.0,20.0,1.0,0.7638009049773755,1.0,0.7638009049773755,0.8819004524886878,0.8819004524886878,High,Low
Wonka Bar - Milk Chocolate,Interior,Standard Class,Sugar Shack,258,1151,3740.75,2428.6099999999997,1312.1399999999999,5.0,Sugar Shack,False,4.75,0.6492307692307692,0.25,5.0,0.25,0.795625942684766,0.25,0.795625942684766,0.522812971342383,0.522812971342383,Medium,Medium
Wonka Bar - Milk Chocolate,Interior,Standard Class,The Other Factory,258,1151,3740.75,2428.6099999999997,1312.1399999999999,5.0,The Other Factory,False,5.25,0.6622153846153845,-0.25,-5.0,-0.25,0.8115384615384614,0.0,0.8115384615384614,0.4057692307692307,0.4057692307692307,Low,High
Wonka Bar - Milk Chocolate,Interior,Standard Class,Wicked Choccy's,258,1151,3740.75,2428.6099999999997,1312.1399999999999,5.0,Wicked Choccy's,False,4.25,0.6297538461538461,0.75,15.0,0.75,0.7717571644042232,0.75,0.7717571644042232,0.7608785822021116,0.7608785822021116,High,Low
Wonka Bar - Milk Chocolate,Pacific,First Class,Lot's O' Nuts,78,375,1218.75,791.2499999999999,427.49999999999994,2.0,Lot's O' Nuts,False,1.8,0.6362461538461538,0.19999999999999996,9.999999999999998,0.4999999999999999,0.7797134238310708,0.4999999999999999,0.7797134238310708,0.6398567119155354,0.6398567119155354,Medium,Medium
Wonka Bar - Milk Chocolate,Pacific,First Class,Secret Factory,78,375,1218.75,791.2499999999999,427.49999999999994,2.0,Secret Factory,False,1.6,0.6232615384615384,0.3999999999999999,19.999999999999996,0.9999999999999998,0.7638009049773755,0.9999999999999998,0.7638009049773755,0.8819004524886876,0.8819004524886876,High,Low
Wonka Bar - Milk Chocolate,Pacific,First Class,Sugar Shack,78,375,1218.75,791.2499999999999,427.49999999999994,2.0,Sugar Shack,False,1.9,0.6492307692307692,0.10000000000000009,5.000000000000004,0.2500000000000002,0.795625942684766,0.2500000000000002,0.795625942684766,0.5228129713423831,0.5228129713423831,Medium,Medium
Wonka Bar - Milk Chocolate,Pacific,First Class,The Other Factory,78,375,1218.75,791.2499999999999,427.49999999999994,2.0,The Other Factory,False,2.1,0.6622153846153845,-0.10000000000000009,-5.000000000000004,-0.2500000000000002,0.8115384615384614,0.0,0.8115384615384614,0.4057692307692307,0.4057692307692307,Low,High
Wonka Bar - Milk Chocolate,Pacific,First Class,Wicked Choccy's,78,375,1218.75,791.2499999999999,427.49999999999994,2.0,Wicked Choccy's,False,1.7,0.6297538461538461,0.30000000000000004,15.000000000000002,0.7500000000000001,0.7717571644042232,0.7500000000000001,0.7717571644042232,0.7608785822021116,0.7608785822021116,High,Low
Wonka Bar - Milk Chocolate,Pacific,Same Day,Lot's O' Nuts,25,109,354.25,229.99000000000004,124.26,1.0,Lot's O' Nuts,False,0.9,0.636246153846154,0.09999999999999998,9.999999999999998,0.4999999999999999,0.779713423831071,0.4999999999999999,0.779713423831071,0.6398567119155354,0.6398567119155354,Medium,Medium
Wonka Bar - Milk Chocolate,Pacific,Same Day,Secret Factory,25,109,354.25,229.99000000000004,124.26,1.0,Secret Factory,False,0.8,0.6232615384615386,0.19999999999999996,19.999999999999996,0.9999999999999998,0.7638009049773757,0.9999999999999998,0.7638009049773757,0.8819004524886878,0.8819004524886878,High,Low
Wonka Bar - Milk Chocolate,Pacific,Same Day,Sugar Shack,25,109,354.25,229.99000000000004,124.26,1.0,Sugar Shack,False,0.95,0.6492307692307694,0.050000000000000044,5.000000000000004,0.2500000000000002,0.7956259426847664,0.2500000000000002,0.7956259426847664,0.5228129713423832,0.5228129713423832,Medium,Medium
Wonka Bar - Milk Chocolate,Pacific,Same Day,The Other Factory,25,109,354.25,229.99000000000004,124.26,1.0,The Other Factory,False,1.05,0.6622153846153848,-0.050000000000000044,-5.000000000000004,-0.2500000000000002,0.8115384615384617,0.0,0.8115384615384617,0.4057692307692308,0.4057692307692308,Low,High
Wonka Bar - Milk Chocolate,Pacific,Same Day,Wicked Choccy's,25,109,354.25,229.99000000000004,124.26,1.0,Wicked Choccy's,False,0.85,0.6297538461538463,0.15000000000000002,15.000000000000002,0.7500000000000001,0.7717571644042234,0.7500000000000001,0.7717571644042234,0.7608785822021118,0.7608785822021118,High,Low
Wonka Bar - Milk Chocolate,Pacific,Second Class,Lot's O' Nuts,108,549,1784.25,1158.39,625.8599999999999,3.0,Lot's O' Nuts,False,2.7,0.6362461538461539,0.2999999999999998,9.999999999999993,0.49999999999999967,0.7797134238310709,0.49999999999999967,0.7797134238310709,0.6398567119155353,0.6398567119155353,Medium,Medium
Wonka Bar - Milk Chocolate,Pacific,Second Class,Secret Factory,108,549,1784.25,1158.39,625.8599999999999,3.0,Secret Factory,False,2.4000000000000004,0.6232615384615385,0.5999999999999996,19.999999999999986,0.9999999999999993,0.7638009049773756,0.9999999999999993,0.7638009049773756,0.8819004524886875,0.8819004524886875,High,Low
Wonka Bar - Milk Chocolate,Pacific,Second Class,Sugar Shack,108,549,1784.25,1158.39,625.8599999999999,3.0,Sugar Shack,False,2.8499999999999996,0.6492307692307693,0.15000000000000036,5.000000000000012,0.2500000000000006,0.7956259426847662,0.2500000000000006,0.7956259426847662,0.5228129713423834,0.5228129713423834,Medium,Medium
Wonka Bar - Milk Chocolate,Pacific,Second Class,The Other Factory,108,549,1784.25,1158.39,625.8599999999999,3.0,The Other Factory,False,3.1500000000000004,0.6622153846153847,-0.15000000000000036,-5.000000000000012,-0.2500000000000006,0.8115384615384615,0.0,0.8115384615384615,0.40576923076923077,0.40576923076923077,Low,High
Wonka Bar - Milk Chocolate,Pacific,Second Class,Wicked Choccy's,108,549,1784.25,1158.39,625.8599999999999,3.0,Wicked Choccy's,False,2.55,0.6297538461538462,0.4500000000000002,15.000000000000005,0.7500000000000002,0.7717571644042233,0.7500000000000002,0.7717571644042233,0.7608785822021118,0.7608785822021118,High,Low
Wonka Bar - Milk Chocolate,Pacific,Standard Class,Lot's O' Nuts,341,1673,5437.25,3530.0299999999993,1907.22,5.0,Lot's O' Nuts,False,4.5,0.6362461538461537,0.5,10.0,0.5,0.7797134238310707,0.5,0.7797134238310707,0.6398567119155354,0.6398567119155354,Medium,Medium
Wonka Bar - Milk Chocolate,Pacific,Standard Class,Secret Factory,341,1673,5437.25,3530.0299999999993,1907.22,5.0,Secret Factory,False,4.0,0.6232615384615383,1.0,20.0,1.0,0.7638009049773753,1.0,0.7638009049773753,0.8819004524886876,0.8819004524886876,High,Low
Wonka Bar - Milk Chocolate,Pacific,Standard Class,Sugar Shack,341,1673,5437.25,3530.0299999999993,1907.22,5.0,Sugar Shack,False,4.75,0.6492307692307691,0.25,5.0,0.25,0.7956259426847659,0.25,0.7956259426847659,0.522812971342383,0.522812971342383,Medium,Medium
Wonka Bar - Milk Chocolate,Pacific,Standard Class,The Other Factory,341,1673,5437.25,3530.0299999999993,1907.22,5.0,The Other Factory,False,5.25,0.6622153846153844,-0.25,-5.0,-0.25,0.8115384615384612,0.0,0.8115384615384612,0.4057692307692306,0.4057692307692306,Low,High
Wonka Bar - Milk Chocolate,Pacific,Standard Class,Wicked Choccy's,341,1673,5437.25,3530.0299999999993,1907.22,5.0,Wicked Choccy's,False,4.25,0.629753846153846,0.75,15.0,0.75,0.7717571644042229,0.75,0.7717571644042229,0.7608785822021115,0.7608785822021115,High,Low
Wonka Bar - Nutty Crunch Surprise,Atlantic,First Class,Lot's O' Nuts,65,345,1204.0500000000002,859.0500000000001,345.0,2.0,Lot's O' Nuts,False,1.8,0.6991977077363896,0.19999999999999996,9.999999999999998,0.4999999999999999,0.8568599359514577,0.4999999999999999,0.8568599359514577,0.6784299679757289,0.6784299679757289,Medium,Medium
Wonka Bar - Nutty Crunch Surprise,Atlantic,First Class,Secret Factory,65,345,1204.0500000000002,859.0500000000001,345.0,2.0,Secret Factory,False,1.6,0.6849283667621775,0.3999999999999999,19.999999999999996,0.9999999999999998,0.8393729984830606,0.9999999999999998,0.8393729984830606,0.9196864992415301,0.9196864992415301,High,Low
Wonka Bar - Nutty Crunch Surprise,Atlantic,First Class,Sugar Shack,65,345,1204.0500000000002,859.0500000000001,345.0,2.0,Sugar Shack,False,1.9,0.7134670487106016,0.10000000000000009,5.000000000000004,0.2500000000000002,0.8743468734198548,0.2500000000000002,0.8743468734198548,0.5621734367099276,0.5621734367099276,Medium,Medium
Wonka Bar - Nutty Crunch Surprise,Atlantic,First Class,The Other Factory,65,345,1204.0500000000002,859.0500000000001,345.0,2.0,The Other Factory,False,2.1,0.7277363896848137,-0.10000000000000009,-5.000000000000004,-0.2500000000000002,0.891833810888252,0.0,0.891833810888252,0.445916905444126,0.445916905444126,Low,High
Wonka Bar - Nutty Crunch Surprise,Atlantic,First Class,Wicked Choccy's,65,345,1204.0500000000002,859.0500000000001,345.0,2.0,Wicked Choccy's,False,1.7,0.6920630372492835,0.30000000000000004,15.000000000000002,0.7500000000000001,0.8481164672172592,0.7500000000000001,0.8481164672172592,0.7990582336086296,0.7990582336086296,High,Low
Wonka Bar - Nutty Crunch Surprise,Atlantic,Same Day,Lot's O' Nuts,23,109,380.41,271.41,109.0,1.0,Lot's O' Nuts,False,0.9,0.6991977077363897,0.09999999999999998,9.999999999999998,0.4999999999999999,0.8568599359514578,0.4999999999999999,0.8568599359514578,0.6784299679757289,0.6784299679757289,Medium,Medium
Wonka Bar - Nutty Crunch Surprise,Atlantic,Same Day,Secret Factory,23,109,380.41,271.41,109.0,1.0,Secret Factory,False,0.8,0.6849283667621776,0.19999999999999996,19.999999999999996,0.9999999999999998,0.8393729984830607,0.9999999999999998,0.8393729984830607,0.9196864992415302,0.9196864992415302,High,Low
Wonka Bar - Nutty Crunch Surprise,Atlantic,Same Day,Sugar Shack,23,109,380.41,271.41,109.0,1.0,Sugar Shack,False,0.95,0.7134670487106017,0.050000000000000044,5.000000000000004,0.2500000000000002,0.874346873419855,0.2500000000000002,0.874346873419855,0.5621734367099276,0.5621734367099276,Medium,Medium
Wonka Bar - Nutty Crunch Surprise,Atlantic,Same Day,The Other Factory,23,109,380.41,271.41,109.0,1.0,The Other Factory,False,1.05,0.7277363896848138,-0.050000000000000044,-5.000000000000004,-0.2500000000000002,0.8918338108882521,0.0,0.8918338108882521,0.44591690544412604,0.44591690544412604,Low,High
Wonka Bar - Nutty Crunch Surprise,Atlantic,Same Day,Wicked Choccy's,23,109,380.41,271.41,109.0,1.0,Wicked Choccy's,False,0.85,0.6920630372492836,0.15000000000000002,15.000000000000002,0.7500000000000001,0.8481164672172593,0.7500000000000001,0.8481164672172593,0.7990582336086297,0.7990582336086297,High,Low
Wonka Bar - Nutty Crunch Surprise,Atlantic,Second Class,Lot's O' Nuts,79,355,1238.9500000000003,883.9500000000002,355.0,3.0,Lot's O' Nuts,False,2.7,0.6991977077363897,0.2999999999999998,9.999999999999993,0.49999999999999967,0.8568599359514578,0.49999999999999967,0.8568599359514578,0.6784299679757287,0.6784299679757287,Medium,Medium
Wonka Bar - Nutty Crunch Surprise,Atlantic,Second Class,Secret Factory,79,355,1238.9500000000003,883.9500000000002,355.0,3.0,Secret Factory,False,2.4000000000000004,0.6849283667621776,0.5999999999999996,19.999999999999986,0.9999999999999993,0.8393729984830607,0.9999999999999993,0.8393729984830607,0.91968649924153,0.91968649924153,High,Low
Wonka Bar - Nutty Crunch Surprise,Atlantic,Second Class,Sugar Shack,79,355,1238.9500000000003,883.9500000000002,355.0,3.0,Sugar Shack,False,2.8499999999999996,0.7134670487106017,0.15000000000000036,5.000000000000012,0.2500000000000006,0.874346873419855,0.2500000000000006,0.874346873419855,0.5621734367099278,0.5621734367099278,Medium,Medium
Wonka Bar - Nutty Crunch Surprise,Atlantic,Second Class,The Other Factory,79,355,1238.9500000000003,883.9500000000002,355.0,3.0,The Other Factory,False,3.1500000000000004,0.7277363896848138,-0.15000000000000036,-5.000000000000012,-0.2500000000000006,0.8918338108882521,0.0,0.8918338108882521,0.44591690544412604,0.44591690544412604,Low,High
Wonka Bar - Nutty Crunch Surprise,Atlantic,Second Class,Wicked Choccy's,79,355,1238.9500000000003,883.9500000000002,355.0,3.0,Wicked Choccy's,False,2.55,0.6920630372492836,0.4500000000000002,15.000000000000005,0.7500000000000002,0.8481164672172593,0.7500000000000002,0.8481164672172593,0.7990582336086298,0.7990582336086298,High,Low
Wonka Bar - Nutty Crunch Surprise,Atlantic,Standard Class,Lot's O' Nuts,243,1048,3657.5200000000004,2609.5200000000004,1048.0,5.0,Lot's O' Nuts,False,4.5,0.6991977077363897,0.5,10.0,0.5,0.8568599359514578,0.5,0.8568599359514578,0.6784299679757289,0.6784299679757289,Medium,Medium
Wonka Bar - Nutty Crunch Surprise,Atlantic,Standard Class,Secret Factory,243,1048,3657.5200000000004,2609.5200000000004,1048.0,5.0,Secret Factory,False,4.0,0.6849283667621776,1.0,20.0,1.0,0.8393729984830607,1.0,0.8393729984830607,0.9196864992415303,0.9196864992415303,High,Low
Wonka Bar - Nutty Crunch Surprise,Atlantic,Standard Class,Sugar Shack,243,1048,3657.5200000000004,2609.5200000000004,1048.0,5.0,Sugar Shack,False,4.75,0.7134670487106017,0.25,5.0,0.25,0.874346873419855,0.25,0.874346873419855,0.5621734367099275,0.5621734367099275,Medium,Medium
Wonka Bar - Nutty Crunch Surprise,Atlantic,Standard Class,The Other Factory,243,1048,3657.5200000000004,2609.5200000000004,1048.0,5.0,The Other Factory,False,5.25,0.7277363896848138,-0.25,-5.0,-0.25,0.8918338108882521,0.0,0.8918338108882521,0.44591690544412604,0.44591690544412604,Low,High
Wonka Bar - Nutty Crunch Surprise,Atlantic,Standard Class,Wicked Choccy's,243,1048,3657.5200000000004,2609.5200000000004,1048.0,5.0,Wicked Choccy's,False,4.25,0.6920630372492836,0.75,15.0,0.75,0.8481164672172593,0.75,0.8481164672172593,0.7990582336086296,0.7990582336086296,High,Low
Wonka Bar - Nutty Crunch Surprise,Gulf,First Class,Lot's O' Nuts,34,133,464.16999999999996,331.17,133.0,2.0,Lot's O' Nuts,False,1.8,0.6991977077363898,0.19999999999999996,9.999999999999998,0.4999999999999999,0.856859935951458,0.4999999999999999,0.856859935951458,0.678429967975729,0.678429967975729,Medium,Medium
Wonka Bar - Nutty Crunch Surprise,Gulf,First Class,Secret Factory,34,133,464.16999999999996,331.17,133.0,2.0,Secret Factory,False,1.6,0.6849283667621777,0.3999999999999999,19.999999999999996,0.9999999999999998,0.8393729984830609,0.9999999999999998,0.8393729984830609,0.9196864992415303,0.9196864992415303,High,Low
Wonka Bar - Nutty Crunch Surprise,Gulf,First Class,Sugar Shack,34,133,464.16999999999996,331.17,133.0,2.0,Sugar Shack,False,1.9,0.7134670487106018,0.10000000000000009,5.000000000000004,0.2500000000000002,0.8743468734198552,0.2500000000000002,0.8743468734198552,0.5621734367099277,0.5621734367099277,Medium,Medium
Wonka Bar - Nutty Crunch Surprise,Gulf,First Class,The Other Factory,34,133,464.16999999999996,331.17,133.0,2.0,The Other Factory,False,2.1,0.7277363896848139,-0.10000000000000009,-5.000000000000004,-0.2500000000000002,0.8918338108882523,0.0,0.8918338108882523,0.44591690544412615,0.44591690544412615,Low,High
Wonka Bar - Nutty Crunch Surprise,Gulf,First Class,Wicked Choccy's,34,133,464.16999999999996,331.17,133.0,2.0,Wicked Choccy's,False,1.7,0.6920630372492838,0.30000000000000004,15.000000000000002,0.7500000000000001,0.8481164672172594,0.7500000000000001,0.8481164672172594,0.7990582336086298,0.7990582336086298,High,Low
Wonka Bar - Nutty Crunch Surprise,Gulf,Same Day,Lot's O' Nuts,12,68,237.32,169.32,68.0,1.0,Lot's O' Nuts,False,0.9,0.6991977077363897,0.09999999999999998,9.999999999999998,0.4999999999999999,0.8568599359514578,0.4999999999999999,0.8568599359514578,0.6784299679757289,0.6784299679757289,Medium,Medium
Wonka Bar - Nutty Crunch Surprise,Gulf,Same Day,Secret Factory,12,68,237.32,169.32,68.0,1.0,Secret Factory,False,0.8,0.6849283667621776,0.19999999999999996,19.999999999999996,0.9999999999999998,0.8393729984830607,0.9999999999999998,0.8393729984830607,0.9196864992415302,0.9196864992415302,High,Low
Wonka Bar - Nutty Crunch Surprise,Gulf,Same Day,Sugar Shack,12,68,237.32,169.32,68.0,1.0,Sugar Shack,False,0.95,0.7134670487106017,0.050000000000000044,5.000000000000004,0.2500000000000002,0.874346873419855,0.2500000000000002,0.874346873419855,0.5621734367099276,0.5621734367099276,Medium,Medium
Wonka Bar - Nutty Crunch Surprise,Gulf,Same Day,The Other Factory,12,68,237.32,169.32,68.0,1.0,The Other Factory,False,1.05,0.7277363896848138,-0.050000000000000044,-5.000000000000004,-0.2500000000000002,0.8918338108882521,0.0,0.8918338108882521,0.44591690544412604,0.44591690544412604,Low,High
Wonka Bar - Nutty Crunch Surprise,Gulf,Same Day,Wicked Choccy's,12,68,237.32,169.32,68.0,1.0,Wicked Choccy's,False,0.85,0.6920630372492836,0.15000000000000002,15.000000000000002,0.7500000000000001,0.8481164672172593,0.7500000000000001,0.8481164672172593,0.7990582336086297,0.7990582336086297,High,Low
Wonka Bar - Nutty Crunch Surprise,Gulf,Second Class,Lot's O' Nuts,52,238,830.6200000000001,592.6200000000001,238.0,3.0,Lot's O' Nuts,False,2.7,0.6991977077363897,0.2999999999999998,9.999999999999993,0.49999999999999967,0.8568599359514578,0.49999999999999967,0.8568599359514578,0.6784299679757287,0.6784299679757287,Medium,Medium
Wonka Bar - Nutty Crunch Surprise,Gulf,Second Class,Secret Factory,52,238,830.6200000000001,592.6200000000001,238.0,3.0,Secret Factory,False,2.4000000000000004,0.6849283667621776,0.5999999999999996,19.999999999999986,0.9999999999999993,0.8393729984830607,0.9999999999999993,0.8393729984830607,0.91968649924153,0.91968649924153,High,Low
Wonka Bar - Nutty Crunch Surprise,Gulf,Second Class,Sugar Shack,52,238,830.6200000000001,592.6200000000001,238.0,3.0,Sugar Shack,False,2.8499999999999996,0.7134670487106017,0.15000000000000036,5.000000000000012,0.2500000000000006,0.874346873419855,0.2500000000000006,0.874346873419855,0.5621734367099278,0.5621734367099278,Medium,Medium
Wonka Bar - Nutty Crunch Surprise,Gulf,Second Class,The Other Factory,52,238,830.6200000000001,592.6200000000001,238.0,3.0,The Other Factory,False,3.1500000000000004,0.7277363896848138,-0.15000000000000036,-5.000000000000012,-0.2500000000000006,0.8918338108882521,0.0,0.8918338108882521,0.44591690544412604,0.44591690544412604,Low,High
Wonka Bar - Nutty Crunch Surprise,Gulf,Second Class,Wicked Choccy's,52,238,830.6200000000001,592.6200000000001,238.0,3.0,Wicked Choccy's,False,2.55,0.6920630372492836,0.4500000000000002,15.000000000000005,0.7500000000000002,0.8481164672172593,0.7500000000000002,0.8481164672172593,0.7990582336086298,0.7990582336086298,High,Low
Wonka Bar - Nutty Crunch Surprise,Gulf,Standard Class,Lot's O' Nuts,153,649,2265.01,1616.0100000000002,649.0,5.0,Lot's O' Nuts,False,4.5,0.6991977077363897,0.5,10.0,0.5,0.8568599359514578,0.5,0.8568599359514578,0.6784299679757289,0.6784299679757289,Medium,Medium
Wonka Bar - Nutty Crunch Surprise,Gulf,Standard Class,Secret Factory,153,649,2265.01,1616.0100000000002,649.0,5.0,Secret Factory,False,4.0,0.6849283667621776,1.0,20.0,1.0,0.8393729984830607,1.0,0.8393729984830607,0.9196864992415303,0.9196864992415303,High,Low
Wonka Bar - Nutty Crunch Surprise,Gulf,Standard Class,Sugar Shack,153,649,2265.01,1616.0100000000002,649.0,5.0,Sugar Shack,False,4.75,0.7134670487106017,0.25,5.0,0.25,0.874346873419855,0.25,0.874346873419855,0.5621734367099275,0.5621734367099275,Medium,Medium
